,text,lemma,gender,number,animate,count
3203,כרוזי,כרוז,Masc,Plur,True,32
3204,כרוזים,כרוז,Masc,Plur,True,382
3205,כרוכיה,כרוכיה,Fem,Sing,True,4
3206,כרוכיה,כרוכיה,Masc,Sing,True,2
3218,כריש,כריש,Masc,Sing,True,1373
3219,כרישי,כריש,Masc,Plur,True,109
3220,כרישיים,כריש,Masc,Plur,True,46
3221,כרישים,כריש,Masc,Plur,True,972
3229,כשים,איש,Masc,Plur,True,27
3236,כתב,כתב,Masc,Sing,True,37026
3237,כתבי,כתב,Masc,Plur,True,23132
3238,כתביי,כתב,Masc,Plur,True,2
3239,כתבים,כתב,Masc,Plur,True,4934
3240,כתבנית,כתבנית,Fem,Sing,True,8
3243,כתוב,כתב,Masc,Sing,True,702
3261,לאווים,לווה,Masc,Plur,True,2
3275,לביאה,לביאה,Fem,Sing,True,50
3276,לביאת,לביאה,Fem,Sing,True,22
3284,לבנה,לבנה,Fem,Sing,True,374
3285,לבנה,לבנה,Masc,Sing,True,2
3286,לבנו,לבנה,Masc,Plur,True,2
3287,לבני,לבנה,Masc,Plur,True,2041
3288,לבני,לבנה,Masc,Sing,True,29
3290,לבנים,לבנה,Fem,Plur,True,63
3291,לבנים,לבנה,Masc,Plur,True,2141
3292,לבנים,לבנה,Masc,Sing,True,9
3306,לוו,לווה,Masc,Plur,True,6
3307,לווה,לווה,Masc,Sing,True,459
3308,לווים,לווה,Masc,Plur,True,225
3313,לוט,לוט,Masc,Sing,True,339
3314,לוטות,לוט,Fem,Plur,True,150
3315,לויתן,לויתן,Masc,Sing,True,4
3340,לטאה,לטאה,Fem,Sing,True,507
3341,לטאה,לטאה,Masc,Sing,True,3
3342,לטאת,לטאה,Fem,Sing,True,183
3358,ליל,ליל,Masc,Sing,True,6994
3359,לילה,לילה,Masc,Sing,True,18063
3360,לילות,לילה,Masc,Plur,True,1499
3361,לילותי,לילה,Masc,Plur,True,28
3362,לילים,לילה,Masc,Plur,True,8
3371,לך,הלך,Masc,Sing,True,262
3384,לץ,לץ,Masc,Sing,True,16
3385,לצ,לץ,Masc,Sing,True,15
3386,לצה,לץ,Fem,Sing,True,2
3387,לצים,לץ,Masc,Plur,True,2
3388,לקוח,לקוח,Masc,Sing,True,2783
3389,לקוחה,לקוח,Fem,Sing,True,138
3390,לקוחות,לקוח,Masc,Plur,True,5230
3391,לקוחותי,לקוח,Masc,Plur,True,1152
3392,לקוחת,לקוח,Fem,Sing,True,3
3401,לרכב,רכב,Masc,Sing,True,18
3403,לתקן,תיקן,Masc,Sing,True,4
3407,מאבן,מאבן,Fem,Plur,True,4
3408,מאבן,מאבן,Fem,Sing,True,689
3409,מאבן,מאבן,Masc,Plur,True,13
3410,מאבן,מאבן,Masc,Sing,True,557
3411,מאבני,מאבן,Fem,Plur,True,462
3412,מאבני,מאבן,Masc,Plur,True,20
3413,מאבנים,מאבן,Fem,Plur,True,71
3414,מאבנים,מאבן,Masc,Plur,True,230
3419,מאהב,מאהב,Masc,Sing,True,680
3420,מאהבי,מאהב,Masc,Plur,True,57
3421,מאהבים,מאהב,Masc,Plur,True,152
3441,מאלף,מאלף,Masc,Sing,True,46
3442,מאלפוי,מאלף,Masc,Sing,True,3
3443,מאלפים,מאלף,Masc,Plur,True,8
3444,מאמן,מאמן,Masc,Sing,True,20624
3445,מאמנ,מאמן,Masc,Sing,True,111
3446,מאמנותי,מאמן,Fem,Plur,True,5
3447,מאמני,מאמן,Masc,Plur,True,5617
3448,מאמנים,מאמן,Masc,Plur,True,1838
3459,מאצ'ו,מאצ'ו,Masc,Sing,True,7
3489,מבצע,מבצע,Masc,Sing,True,29694
3490,מבצעות,מבצע,Fem,Plur,True,11
3491,מבצעי,מבצע,Masc,Plur,True,1996
3492,מבצעי,מבצע,Masc,Sing,True,59
3493,מבצעים,מבצע,Masc,Plur,True,6621
3494,מבצעת,מבצע,Fem,Sing,True,81
3512,מגדל,מגדל,Masc,Sing,True,12057
3515,מגדלי,מגדל,Masc,Plur,True,2495
3516,מגדלים,מגדל,Masc,Plur,True,2531
3557,מגרש,מגרש,Masc,Sing,True,6993
3558,מגרשי,מגרש,Masc,Plur,True,900
3559,מגרשים,מגרש,Masc,Plur,True,1397
3599,מדם,מדם,Masc,Sing,True,19
3600,מדמי,מדם,Masc,Plur,True,157
3608,מדען,מדען,Masc,Sing,True,3673
3609,מדעני,מדען,Masc,Plur,True,765
3610,מדענים,מדען,Masc,Plur,True,6058
3611,מדענית,מדען,Fem,Sing,True,496
3643,מהפנט,מהפנט,Masc,Sing,True,24
3649,מוך,מוך,Masc,Sing,True,109
3650,מוכר,מוכר,Masc,Sing,True,1264
3651,מוכרות,מוכר,Fem,Plur,True,17
3652,מוכרות,מוכר,Fem,Sing,True,2
3653,מוכרי,מכר,Masc,Plur,True,255
3654,מוכרים,מוכר,Masc,Plur,True,302
3655,מוכרת,מוכר,Fem,Sing,True,86
3687,מוקיון,מוקיון,Masc,Sing,True,15
3688,מוקיונים,מוקיון,Masc,Plur,True,13
3701,מושיע,מושיע,Masc,Sing,True,172
3702,מושיעים,מושיע,Masc,Plur,True,21
3711,מזכיר,מזכיר,Masc,Sing,True,13433
3712,מזכירי,מזכיר,Masc,Plur,True,713
3743,מחבר,מחבר,Masc,Sing,True,8947
3744,מחברי,מחבר,Masc,Plur,True,761
3745,מחברים,מחבר,Masc,Plur,True,1578
3746,מחברת,מחברת,Fem,Sing,True,2
3755,מחוקק,מחוקק,Masc,Sing,True,1222
3756,מחוקקות,מחוקק,Fem,Plur,True,3
3757,מחוקקי,מחוקק,Masc,Plur,True,34
3758,מחוקקים,מחוקק,Masc,Plur,True,3666
3759,מחוקקת,מחוקק,Fem,Sing,True,56
3763,מחזאי,מחזאי,Masc,Plur,True,12
3764,מחזאי,מחזאי,Masc,Sing,True,3104
3771,מחזר,מחזר,Masc,Sing,True,299
3772,מחזרי,מחזר,Masc,Plur,True,22
3773,מחזרים,מחזר,Masc,Plur,True,190
3815,מחצצר,מחצצר,Masc,Sing,True,17
3826,מחשב,מחשב,Masc,Sing,True,14443
3835,מחשבי,מחשב,Masc,Plur,True,1162
3836,מחשבים,מחשב,Masc,Plur,True,7906
3837,מחשבים,מחשב,Masc,Sing,True,48
3859,מטול,מטול,Masc,Sing,True,325
3864,מטיף,מטיף,Masc,Sing,True,377
3865,מטיפי,מטיף,Masc,Plur,True,8
3866,מטיפים,מטיף,Masc,Plur,True,181
3871,מטען,מטען,Masc,Sing,True,7465
3872,מטענ,מטען,Masc,Sing,True,81
3873,מטעני,מטען,Masc,Plur,True,809
3874,מטענים,מטען,Masc,Plur,True,2046
3877,מטפס,מטפס,Masc,Sing,True,164
3878,מטפסות,מטפס,Fem,Plur,True,6
3879,מטפסי,מטפס,Masc,Plur,True,218
3880,מטפסים,מטפס,Masc,Plur,True,439
3901,מידע,מידע,Masc,Sing,True,45723
3902,מידעים,מידע,Masc,Plur,True,2
3912,מיוצרים,יוצר,Masc,Plur,True,4
3914,מיטיב,מיטיב,Masc,Sing,True,102
3915,מיטיבי,מיטיב,Masc,Plur,True,4
3916,מיטיבים,מיטיב,Masc,Plur,True,8
3936,מינהל,מנהל,Masc,Sing,True,5415
3937,מינהלים,מנהל,Masc,Plur,True,15
3938,מינהלת,מנהל,Fem,Sing,True,199
3945,מיסד,מיסד,Masc,Sing,True,54
3951,מיפקד,מפקד,Masc,Sing,True,26
3952,מיפקדת,מפקד,Fem,Sing,True,10
3961,מיתקני,מתקן,Masc,Plur,True,9
3962,מיתרגמים,מתרגם,Masc,Plur,True,2
3984,מכליות,מכלית,Fem,Plur,True,495
3985,מכלית,מכלית,Fem,Sing,True,644
3989,מכנס,מכנס,Masc,Sing,True,125
3990,מכנסים,מכנס,Masc,Plur,True,44
3999,מכר,מכר,Masc,Sing,True,2293
4007,מכרי,מכר,Masc,Plur,True,416
4008,מכרים,מכר,Masc,Plur,True,370
4009,מכרסם,מכרסם,Masc,Sing,True,137
4010,מכרסמי,מכרסם,Masc,Plur,True,10
4016,מכתב,מכתב,Masc,Sing,True,11143
4019,מכתבי,מכתב,Masc,Plur,True,3888
4020,מכתביה,מכתב,Fem,Sing,True,23
4021,מכתבים,מכתב,Masc,Plur,True,6245
4056,מלח,מלח,Masc,Sing,True,6219
4057,מלחה,מלח,Fem,Sing,True,121
4058,מלחי,מלח,Masc,Plur,True,480
4059,מלחי,מלח,Masc,Sing,True,23
4060,מלחים,מלח,Masc,Plur,True,2086
4061,מלחין,מלחין,Masc,Sing,True,11173
4062,מלחיני,מלחין,Masc,Plur,True,724
4063,מלחינים,מלחין,Masc,Plur,True,6031
4064,מלחינת,מלחין,Fem,Sing,True,25
4077,מלך,מלך,Masc,Sing,True,67864
4078,מלכ,מלך,Masc,Sing,True,353
4079,מלכה,מלך,Fem,Sing,True,9258
4080,מלכי,מלך,Masc,Plur,True,4872
4081,מלכי,מלך,Masc,Sing,True,2
4082,מלכים,מלך,Masc,Plur,True,5601
4083,מלכת,מלך,Fem,Sing,True,5555
4084,מלמד,מלמד,Masc,Sing,True,2
4085,מלמדי,מלמד,Masc,Plur,True,57
4086,מלמדי,מלמד,Masc,Sing,True,2
4087,מלצר,מלצר,Masc,Sing,True,203
4088,מלצרי,מלצר,Masc,Plur,True,2
4089,מלצרים,מלצר,Masc,Plur,True,149
4090,מלצרית,מלצרית,Fem,Sing,True,450
4098,ממחה,ממחה,Fem,Sing,True,2
4099,ממחה,ממחה,Masc,Sing,True,20
4123,מנגן,מנגן,Masc,Sing,True,4
4124,מנגני,מנגן,Masc,Plur,True,125
4131,מנהל,מנהל,Masc,Sing,True,39129
4132,מנהלה,מנהל,Masc,Sing,True,6
4133,מנהלות,מנהל,Fem,Plur,True,308
4134,מנהלי,מנהל,Masc,Plur,True,3986
4135,מנהלי,מנהל,Masc,Sing,True,42
4136,מנהלים,מנהל,Masc,Plur,True,4616
4137,מנהלת,מנהל,Fem,Sing,True,6762
4139,מנוי,מנוי,Masc,Sing,True,585
4140,מנויי,מנוי,Masc,Plur,True,255
4141,מנויים,מנוי,Masc,Plur,True,1516
4170,"מנכ""ל","מנכ""ל",Masc,Sing,True,11380
4171,"מנכ""לי","מנכ""ל",Masc,Plur,True,708
4172,"מנכ""לי","מנכ""ל",Masc,Sing,True,3
4173,"מנכ""לים","מנכ""ל",Masc,Plur,True,939
4174,מנכל,"מנכ""ל",Masc,Sing,True,18
4199,מסופר,סופר,Masc,Sing,True,2
4285,מעובד,עובד,Masc,Sing,True,20
4313,מעמד,מעמד,Masc,Sing,True,40714
4315,מעמדי,מעמד,Masc,Plur,True,40
4316,מעמדי,מעמד,Masc,Sing,True,20
4317,מעמדים,מעמד,Masc,Plur,True,84
4328,מענק,מענק,Masc,Sing,True,1816
4329,מענקי,מענק,Masc,Plur,True,394
4330,מענקים,מענק,Masc,Plur,True,880
4345,מעריכי,מעריך,Masc,Plur,True,3
4346,מעריכת,מעריך,Fem,Sing,True,12
4385,מפסידן,מפסידן,Masc,Sing,True,3
4392,מפקד,מפקד,Masc,Sing,True,46006
4393,מפקדי,מפקד,Masc,Plur,True,8397
4394,מפקדים,מפקד,Masc,Plur,True,3675
4430,מצופה,צופה,Masc,Sing,True,46
4432,מצופים,צופה,Masc,Plur,True,36
4442,מצילות,מציל,Fem,Plur,True,124
4443,מצילי,מציל,Masc,Plur,True,60
4444,מצילים,מציל,Masc,Plur,True,143
4450,מצליף,מצליף,Masc,Sing,True,112
4451,מצליפים,מצליף,Masc,Plur,True,12
4452,מצליפת,מצליף,Fem,Sing,True,6
4483,מקודם,קודם,Masc,Sing,True,48
4512,מקק,מקק,Masc,Sing,True,18
4538,מרגל,מרגל,Masc,Sing,True,1206
4539,מרגלי,מרגל,Masc,Plur,True,84
4540,מרגלים,מרגל,Masc,Plur,True,1320
4589,מרס,מרס,Masc,Sing,True,22
4599,מרצה,מרצה,Fem,Sing,True,338
4600,מרצה,מרצה,Masc,Sing,True,7123
4601,מרצות,מרצה,Fem,Plur,True,42
4608,מרשות,מרשה,Fem,Sing,True,365
4609,מרשות,מרשה,Masc,Sing,True,10
4610,מרשת,מרשה,Fem,Sing,True,543
4626,משגיח,משגיח,Masc,Sing,True,927
4627,משגיחי,משגיח,Masc,Plur,True,66
4628,משגיחים,משגיח,Masc,Plur,True,173
4641,משורר,משורר,Masc,Sing,True,11638
4642,משוררי,משורר,Masc,Plur,True,447
4643,משוררים,משורר,Masc,Plur,True,5613
4644,משוררת,משורר,Fem,Sing,True,2553
4663,משיח,משיח,Masc,Sing,True,2395
4664,משיחיים,משיח,Masc,Plur,True,9
4665,משיחים,משיח,Masc,Plur,True,46
4697,משפטן,משפטן,Masc,Sing,True,1454
4698,משפטני,משפטן,Masc,Plur,True,9
4699,משפטנים,משפטן,Masc,Plur,True,812
4711,משרתות,משרת,Fem,Plur,True,157
4712,משרתותי,משרת,Fem,Plur,True,5
4713,משרתותי,משרת,Masc,Plur,True,9
4714,משרתת,משרת,Fem,Sing,True,495
4717,משתמט,משתמט,Masc,Sing,True,7
4718,משתמטי,משתמט,Masc,Plur,True,9
4719,משתמטים,משתמט,Masc,Plur,True,53
4725,מתאבק,מתאבק,Masc,Sing,True,1814
4726,מתאבקי,מתאבק,Masc,Plur,True,477
4727,מתאבקים,מתאבק,Masc,Plur,True,1569
4732,מתופף,מתופף,Masc,Sing,True,2697
4733,מתופפי,מתופף,Masc,Plur,True,20
4749,מתעמל,מתעמל,Masc,Sing,True,347
4750,מתעמלי,מתעמל,Masc,Plur,True,2
4751,מתעמלים,מתעמל,Masc,Plur,True,211
4752,מתקן,מתקן,Masc,Sing,True,7411
4753,מתקני,מתקן,Masc,Plur,True,4357
4754,מתקנים,מתקן,Masc,Plur,True,3712
4755,מתרגם,מתרגם,Masc,Sing,True,1625
4756,מתרגמ,מתרגם,Masc,Sing,True,2
4757,מתרגמי,מתרגם,Masc,Plur,True,102
4758,מתרגמים,מתרגם,Masc,Plur,True,1804
4775,נאשם,נאשם,Masc,Sing,True,1727
4776,נאשמי,נאשם,Masc,Plur,True,64
4777,נאשמים,נאשם,Masc,Plur,True,1707
4781,נביאה,נביאה,Fem,Sing,True,108
4782,נביאת,נביאה,Fem,Sing,True,5
4785,נבל,נבל,Masc,Sing,True,2349
4786,נבלאי,נבלאי,Masc,Sing,True,7
4787,נבלאים,נבלאי,Masc,Plur,True,4
4788,נבלי,נבל,Masc,Plur,True,363
4789,נבליים,נבל,Masc,Plur,True,2
4790,נבלים,נבל,Masc,Plur,True,774
4791,נבלן,נבלן,Masc,Sing,True,8
4792,נבלני,נבלן,Masc,Plur,True,9
4793,נבלני,נבלן,Masc,Sing,True,4
4796,נגד,נגד,Masc,Sing,True,5761
4797,נגדים,נגד,Masc,Plur,True,383
4800,נגיף,נגיף,Masc,Sing,True,5754
4801,נגיפי,נגיף,Masc,Plur,True,422
4802,נגיפי,נגיף,Masc,Sing,True,41
4803,נגיפים,נגיף,Masc,Plur,True,1012
4804,נגן,נגן,Masc,Sing,True,3778
4805,נגנ,נגן,Masc,Sing,True,18
4806,נגני,נגן,Masc,Plur,True,1977
4807,נגנים,נגן,Masc,Plur,True,2677
4828,נואף,נואף,Masc,Sing,True,24
4829,נואפים,נואף,Masc,Plur,True,5
4833,נוגדת,נגד,Fem,Sing,True,2
4834,נודדים,נודד,Masc,Plur,True,78
4835,נודדת,נודד,Fem,Sing,True,6
4837,נוט,נוט,Masc,Sing,True,67
4841,נוכלים,נוכל,Masc,Plur,True,201
4848,נוצרי,נוצרי,Masc,Plur,True,3
4849,נוצרי,נוצרי,Masc,Sing,True,444
4850,נוצריות,נוצרי,Fem,Plur,True,6
4851,נוצריי,נוצרי,Masc,Plur,True,10
4852,נוצריים,נוצרי,Masc,Plur,True,4
4853,נוצרים,נוצרי,Fem,Plur,True,2
4854,נוצרים,נוצרי,Masc,Plur,True,8541
4855,נוקד,נוקד,Fem,Sing,True,3
4856,נוקדים,נוקד,Masc,Plur,True,16
4863,נושה,נושה,Fem,Sing,True,3
4864,נושה,נושה,Masc,Sing,True,214
4865,נושי,נושה,Masc,Plur,True,98
4866,נושים,נושה,Masc,Plur,True,431
4867,נות,נות,Fem,Plur,True,35
4868,נות,נות,Fem,Sing,True,37
4869,נות,נות,Masc,Plur,True,9
4870,נות,נות,Masc,Sing,True,10
4874,נזיר,נזיר,Masc,Sing,True,2634
4875,נזירה,נזירה,Fem,Sing,True,564
4876,נזירות,נזירה,Fem,Plur,True,1231
4877,נזירות,נזירה,Fem,Sing,True,81
4878,נזירות,נזירה,Masc,Plur,True,2
4879,נזירות,נזירה,Masc,Sing,True,2
4880,נזירותי,נזירה,Masc,Plur,True,3
4881,נזירי,נזיר,Masc,Plur,True,174
4882,נזירי,נזיר,Masc,Sing,True,6
4883,נזירים,נזיר,Masc,Plur,True,2981
4885,נחליאלי,נחליאלי,Masc,Sing,True,148
4886,נחליאליים,נחליאלי,Masc,Plur,True,32
4891,נחש,נחש,Masc,Plur,True,2
4892,נחש,נחש,Masc,Sing,True,3251
4893,נחשי,נחש,Masc,Plur,True,223
4894,נחשים,נחש,Masc,Plur,True,1816
4895,נחשת,נחש,Masc,Sing,True,3
4896,נחת,נחת,Fem,Sing,True,586
4897,נחת,נחת,Masc,Sing,True,70
4898,נחתות,נחת,Fem,Plur,True,400
4899,נחתי,נחת,Masc,Plur,True,9
4900,נחתים,נחת,Masc,Plur,True,2360
4925,ניצ,נץ,Masc,Sing,True,2
4926,ניצי,נץ,Masc,Plur,True,24
4927,ניצים,נץ,Masc,Plur,True,99
4928,נכד,נכד,Masc,Sing,True,2396
4929,נכדה,נכדה,Fem,Sing,True,454
4930,נכדה,נכדה,Masc,Sing,True,2
4931,נכדות,נכדה,Fem,Plur,True,89
4932,נכדותי,נכדה,Fem,Plur,True,4
4933,נכדותי,נכדה,Masc,Plur,True,15
4934,נכדי,נכד,Masc,Plur,True,485
4935,נכדים,נכד,Masc,Plur,True,1057
4936,נכדת,נכדה,Fem,Sing,True,1350
4941,נמלה,נמלה,Fem,Sing,True,497
4942,נמלה,נמלה,Masc,Sing,True,34
4943,נמלות,נמלה,Fem,Plur,True,9
4947,נמלת,נמלה,Fem,Sing,True,83
4949,נמען,נמען,Masc,Sing,True,438
4950,נמעני,נמען,Masc,Plur,True,25
4951,נמענים,נמען,Masc,Plur,True,168
4954,נמר,נמר,Masc,Sing,True,1405
4955,נמרי,נמר,Masc,Plur,True,87
4956,נמרי,נמר,Masc,Sing,True,91
4957,נמרים,נמר,Masc,Plur,True,666
4962,נסיך,נסיך,Masc,Sing,True,16344
4963,נסיכ,נסיך,Masc,Sing,True,2
4964,נסיכה,נסיכה,Fem,Sing,True,5333
4967,נסיכות,נסיכה,Fem,Plur,True,485
4968,נסיכות,נסיכה,Fem,Sing,True,4597
4969,נסיכי,נסיך,Masc,Plur,True,492
4970,נסיכים,נסיך,Masc,Plur,True,1707
4971,נסיכת,נסיכה,Fem,Sing,True,4545
4987,נעמי,נעמי,Masc,Plur,True,2
4988,נערה,נערה,Fem,Sing,True,5277
4989,נערות,נערה,Fem,Plur,True,4706
4990,נערותי,נערה,Masc,Plur,True,2
4991,נערת,נערה,Fem,Sing,True,652
4992,נפגע,נפגע,Masc,Sing,True,80
4993,נפגעי,נפגע,Masc,Plur,True,1985
4994,נפגעים,נפגע,Masc,Plur,True,3583
4995,נפגעת,נפגע,Fem,Sing,True,20
4999,נפח,נפח,Masc,Sing,True,6000
5000,נפחי,נפח,Masc,Plur,True,253
5001,נפחי,נפח,Masc,Sing,True,2
5002,נפחים,נפח,Masc,Plur,True,395
5003,נפחת,נפח,Fem,Sing,True,2
5008,נפקד,נפקד,Masc,Sing,True,19
5009,נפקדים,נפקד,Masc,Plur,True,365
5010,נץ,נץ,Masc,Sing,True,346
5011,נצב,נצב,Masc,Sing,True,7
5012,נצבים,נצב,Masc,Plur,True,16
5016,נציג,נציג,Masc,Sing,True,6922
5017,נציגי,נציג,Masc,Plur,True,7150
5018,נציגים,נציג,Masc,Plur,True,5284
5019,נצים,נץ,Masc,Plur,True,143
5046,נשום,נשום,Masc,Sing,True,151
5047,נשות,איש,Fem,Plur,True,2540
5048,נשי,איש,Fem,Plur,True,16
5049,נשי,איש,Fem,Sing,True,4
5050,נשי,איש,Masc,Plur,True,94
5051,נשי,איש,Masc,Sing,True,129
5052,נשיא,נשיא,Masc,Sing,True,73067
5053,נשיאה,נשיא,Fem,Sing,True,2385
5054,נשיאה,נשיא,Masc,Sing,True,712
5057,נשיאותי,נשיא,Masc,Sing,True,9
5058,נשיאי,נשיא,Masc,Plur,True,2792
5059,נשיאים,נשיא,Masc,Plur,True,1601
5060,נשיאת,נשיא,Fem,Sing,True,3594
5063,נשים,איש,Fem,Plur,True,66297
5073,נתבע,נתבע,Masc,Sing,True,853
5074,נתבעות,נתבע,Fem,Plur,True,6
5075,נתבעות,נתבע,Masc,Plur,True,5
5076,נתבעים,נתבע,Masc,Plur,True,230
5077,נתבעת,נתבע,Fem,Sing,True,43
5087,נתיים,נות,Fem,Plur,True,3
5088,נתין,נתין,Masc,Sing,True,217
5089,נתיני,נתין,Masc,Plur,True,783
5090,נתינים,נתין,Masc,Plur,True,701
5091,נתינתם,נתין,Fem,Sing,True,3
5094,סב,סב,Masc,Sing,True,3708
5095,סבא,סבא,Masc,Sing,True,4612
5096,סבאים,סבא,Masc,Plur,True,8
5100,סבה,סבה,Fem,Sing,True,333
5101,סבה,סבה,Masc,Sing,True,2
5102,סבו,סב,Masc,Sing,True,61
5103,סבותי,סב,Masc,Plur,True,11
5110,סבים,סב,Masc,Plur,True,193
5115,סבת,סבה,Fem,Sing,True,2155
5116,סבת,סבה,Masc,Sing,True,66
5117,סבתא,סבתא,Fem,Sing,True,1105
5118,סגן,סגן,Masc,Sing,True,19877
5119,סגנ,סגן,Masc,Sing,True,2946
5126,סגני,סגן,Masc,Plur,True,1504
5127,סגנים,סגן,Masc,Plur,True,245
5134,סדר,סדר,Masc,Sing,True,31150
5137,סדרותי,סדר,Fem,Plur,True,10
5138,סדרותי,סדר,Masc,Plur,True,3
5139,סדרי,סדר,Masc,Plur,True,2735
5140,סדרי,סדר,Masc,Sing,True,2
5141,סדרים,סדר,Masc,Plur,True,1449
5142,סדרן,סדרן,Masc,Sing,True,247
5143,סדרני,סדרן,Masc,Plur,True,4
5144,סדרנים,סדרן,Masc,Plur,True,46
5145,סדרנית,סדרן,Fem,Sing,True,17
5147,סדרתי,סדר,Masc,Sing,True,6
5148,סהרורי,סהרורי,Masc,Sing,True,5
5161,סוהר,סוהר,Masc,Sing,True,4125
5162,סוהרי,סוהר,Masc,Plur,True,26
5163,סוהרים,סוהר,Masc,Plur,True,481
5164,סוחר,סוחר,Masc,Sing,True,6169
5165,סוחרי,סוחר,Masc,Plur,True,1416
5166,סוחרים,סוחר,Masc,Plur,True,5171
5174,סוסה,סוסה,Fem,Sing,True,114
5175,סוסת,סוסה,Fem,Sing,True,66
5183,סופר,סופר,Fem,Sing,True,2
5184,סופר,סופר,Masc,Sing,True,28811
5185,סופרה,סופר,Fem,Sing,True,14
5186,סופרי,סופר,Masc,Plur,True,1986
5187,סופרים,סופר,Masc,Plur,True,14069
5188,סופרת,סופר,Fem,Sing,True,6125
5190,סור,סור,Masc,Sing,True,396
5191,סורות,סור,Fem,Plur,True,149
5192,סורות,סור,Masc,Plur,True,4
5208,סטאטיסטים,סטטיסט,Masc,Plur,True,12
5210,סטודנט,סטודנט,Masc,Sing,True,2823
5211,סטודנטיים,סטודנט,Masc,Plur,True,2
5212,סטודנטים,סטודנט,Fem,Plur,True,2
5213,סטודנטים,סטודנט,Masc,Plur,True,13864
5216,סטטיסט,סטטיסט,Masc,Sing,True,7
5217,סטטיסטים,סטטיסט,Masc,Plur,True,2
5250,סיטונאי,סיטונאי,Masc,Plur,True,6
5251,סיטונאי,סיטונאי,Masc,Sing,True,49
5252,סיטונאים,סיטונאי,Masc,Plur,True,78
5269,סיס,סיס,Masc,Sing,True,10365
5270,סיסי,סיס,Masc,Plur,True,261
5271,סיסי,סיס,Masc,Sing,True,743
5272,סיסיים,סיס,Masc,Plur,True,1011
5273,סיסיים,סיס,Masc,Sing,True,10
5274,סיסים,סיס,Masc,Plur,True,891
5291,סכל,סכל,Masc,Sing,True,22
5292,סכלים,סכל,Masc,Plur,True,6
5330,סנאי,סנאי,Masc,Plur,True,23
5331,סנאי,סנאי,Masc,Sing,True,613
5332,סנאיי,סנאי,Masc,Plur,True,22
5333,סנאיי,סנאי,Masc,Sing,True,2
5334,סנאיים,סנאי,Masc,Plur,True,73
5335,סנאים,סנאי,Masc,Plur,True,270
5338,סנדלר,סנדלר,Masc,Sing,True,133
5339,סנדלרים,סנדלר,Masc,Plur,True,116
5359,ספור,ספר,Masc,Sing,True,375
5370,ספן,ספן,Masc,Sing,True,207
5371,ספני,ספן,Masc,Plur,True,33
5372,ספנים,ספן,Masc,Plur,True,242
5374,ספסר,ספסר,Masc,Sing,True,12
5375,ספסרים,ספסר,Masc,Plur,True,11
5376,ספק,ספק,Masc,Sing,True,12659
5377,ספקי,ספק,Masc,Plur,True,677
5378,ספקים,ספק,Masc,Plur,True,705
5380,ספר,ספר,Masc,Sing,True,231502
5383,ספרי,ספר,Masc,Plur,True,39654
5384,ספרי,ספר,Masc,Sing,True,23
5385,ספריי,ספר,Fem,Plur,True,2
5386,ספריי,ספר,Fem,Sing,True,5
5387,ספריי,ספר,Masc,Plur,True,84
5388,ספריי,ספר,Masc,Sing,True,100
5389,ספריים,ספר,Masc,Plur,True,14
5390,ספרים,ספר,Masc,Plur,True,44215
5405,סר,סר,Masc,Sing,True,1539
5406,סרבן,סרבן,Masc,Sing,True,149
5407,סרבני,סרבן,Masc,Plur,True,133
5408,סרבנים,סרבן,Masc,Plur,True,139
5426,סרים,סר,Masc,Plur,True,2
5427,סריס,סריס,Masc,Sing,True,132
5428,סריסי,סריס,Masc,Plur,True,7
5429,סריסי,סריס,Masc,Sing,True,2
5430,סריסים,סריס,Masc,Plur,True,182
5434,סרן,סרן,Masc,Sing,True,2743
5435,סרנ,סרן,Masc,Sing,True,13
5436,סרני,סרן,Masc,Plur,True,10
5437,סרנים,סרן,Masc,Plur,True,200
5438,סרסור,סרסור,Masc,Sing,True,165
5439,סרסורים,סרסור,Masc,Plur,True,100
5440,סרת,סר,Fem,Sing,True,148
5441,סת,סת,Fem,Sing,True,623
5442,סת,סת,Masc,Sing,True,321
5443,סתוים,סת,Masc,Plur,True,16
5444,סתים,סת,Masc,Plur,True,7
5445,סתת,סתת,Fem,Sing,True,90
5446,סתת,סתת,Masc,Sing,True,20
5447,סתתי,סתת,Masc,Plur,True,2
5448,סתתים,סתת,Masc,Plur,True,53
5449,עבד,עבד,Masc,Sing,True,1967
5450,עבדה,עבד,Fem,Sing,True,25
5451,עבדי,עבד,Masc,Plur,True,623
5452,עבדי,עבד,Masc,Sing,True,7
5453,עבדים,עבד,Fem,Plur,True,2
5454,עבדים,עבד,Masc,Plur,True,7756
5464,עבר,עבר,Masc,Sing,True,49800
5465,עברה,עבר,Fem,Sing,True,2248
5466,עברה,עבר,Masc,Sing,True,2
5467,עברו,עבר,Masc,Plur,True,26
5468,עברי,עבר,Masc,Plur,True,494
5469,עברי,עבר,Masc,Sing,True,255
5470,עבריי,עבר,Masc,Plur,True,4
5471,עברים,עבר,Masc,Plur,True,616
5474,עגור,עגור,Masc,Sing,True,347
5475,עגורי,עגור,Masc,Plur,True,6
5476,עגוריים,עגור,Masc,Plur,True,22
5477,עגורים,עגור,Masc,Plur,True,204
5484,עגלה,עגלה,Fem,Sing,True,903
5485,עגלון,עגלון,Masc,Sing,True,198
5486,עגלונים,עגלון,Masc,Plur,True,38
